location,image_description,text,translated_text,id
Top part of the image,A man is sitting in a car and speaking.,"Iske Rap bolte hai ?
Ye dekh meri gaadi,jootey,
ye dekh daaru,chokri","Is this called Rap?
Look at my car, shoes,
look at this alcohol, girls.",Hindi_image_1608.jpg
Bottom part of the image,"Three men are depicted, with two of them in a physically aggressive stance, while the third man is in a speech bubble. One man is being held by the neck by another man.","calm down
calm down","calm down
calm down",Hindi_image_1608.jpg
Top,Profile picture of Aman Kumar and his username ve_no_mo_us17.,"Aman Kumar
ve_no_mo_us17
#INDvAUS","Aman Kumar
ve_no_mo_us17
#INDvAUS",Hindi_image_2329.jpg
Middle,Text discussing Aaron Finch's innings and the reaction of RCB fans.,"After Watching Aaron Finch
today's innings
RCB nd Fans:","After Watching Aaron Finch
today's innings
RCB and Fans:",Hindi_image_2329.jpg
Bottom,"A man in a shirt looking distressed, with text at the bottom.",kya mila tereko apun ka chutiya kaatke,What did you get by making me a fool?,Hindi_image_2329.jpg
Top text,Profile picture and username of Akash Haritwal.,"He : I love you :)
She : Shakal dekhi hai..??
He : Mujhe tere se pyaar hai..
teri shakal se nhi :)
She :","He: I love you :)
She: Have you seen your face..??
He: I love you, not your face :)
She:",Hindi_image_1620.jpg
Bottom image,"A woman with wide, surprised eyes looking through a window.",,,Hindi_image_1620.jpg
Top Left,"Man holding two babies, text FAMILY MAN",FAMILY MAN,FAMILY MAN,Hindi_image_1152.jpg
Top Right,"Man being carried by two women, text SINGLE MAN",SINGLE MAN,SINGLE MAN,Hindi_image_1152.jpg
Center,"A cartoon image of a character from Shinchan with an angry expression. The character has big eyes, prominent eyebrows, and a snout with teeth showing.","Jiska koi nahi hota, uska koi nahi hota","Whoever has no one, they have no one",Hindi_image_471.jpg
top part,"A man is speaking into a microphone, with a joyful expression. There are cartoon emojis of faces with smiling eyes above him.","KHUSHI:
JAB BIWI PREGNANT HO.","KHUSHI:
WHEN WIFE IS PREGNANT.",Hindi_image_317.jpg
second part,"A man is speaking into a microphone, with a worried expression.","DAR:
JAB GF PREGNANT HO.","DAR:
WHEN GF IS PREGNANT.",Hindi_image_317.jpg
third part,"A man is speaking into a microphone, with a very distressed expression and his hands raised.","KHAUNF:
JAB DONO PREGNANT HO.","KHAUNF:
WHEN BOTH ARE PREGNANT.",Hindi_image_317.jpg
bottom part,"A man is speaking into a microphone, with a horrified expression.","HADSA:
JAB PATA CHALE KI
TUM DONO KE BAAP NAHI HO.","HADSA:
WHEN YOU FIND OUT
YOU ARE NOT THE FATHER OF EITHER.",Hindi_image_317.jpg
Top Text,Black text on a textured background.,"Jo insaan Bukhar me bhi ਠ
maar le,","The person who can even fight even in fever,",Hindi_image_1634.jpg
Middle Text,"Black text on a textured background, with some red highlighted words.","Toh samajh lo vo Zindgagi ki
kaṭhin paristhiti se ladd
skta hai.",Then understand that he can fight every difficult situation in life.,Hindi_image_1634.jpg
Bottom Image,"Illustration of a woman with green hair and glasses, wearing a white top and holding a lollipop in her mouth. She has a seductive expression.",DANK विचार,DANK THOUGHT,Hindi_image_1634.jpg
top,"A man in traditional Indian attire, possibly a king or prince, with a turban and ornate jewelry, stands looking forward.","Unofficial
Titu Mama","Unofficial
Titu Mama",Hindi_image_1807.jpg
top middle,Text overlay on the image of the man in traditional attire.,Jo ladkiyo se chutiya Katwaye,Whoever gets fooled by girls,Hindi_image_1807.jpg
bottom,"A young man with long dark hair and a mustache, wearing a white shirt, points directly at the viewer with a smile.",Wo Mera Mera Dost,He is my friend,Hindi_image_1807.jpg
Top,Close-up shot of a man's face looking towards the viewer with a serious expression.,Saans leti hu toh,When I breathe,Hindi_image_1185.jpg
Bottom,"The text on the bottom part of the image, with Hindi script and English words.",कुलदेव रुष्ट होजाते है,The kuldevs get angry,Hindi_image_1185.jpg
Top,"A row of social media app logos including Facebook, Twitter, Instagram, Snapchat, and others.",,,Hindi_image_1187.jpg
Center,"A cartoon depiction of Ravana, a Hindu mythological figure, with social media logos covering his head, holding a sword.",,,Hindi_image_1187.jpg
Bottom Right,A troll face meme character depicted as farting and laughing.,Sale Chutiya,Sale Chutiya,Hindi_image_1187.jpg
Center,A man in a striped shirt and tie with text on the right.,"Na Pyar Ka Drama , Na
Mohabbat Ka Khel

Bandi Ko Ghar Bula , Aur
Patak Ke Pel","No drama of love, no
game of love

Call the girl home, and
pound her",Hindi_image_1839.jpg
Bottom Right,"Text identifying the source as ""Jonny Sins (QUALIT)""",Jonny Sins (QUALIT),Jonny Sins (QUALIT),Hindi_image_1839.jpg
Bottom,Three young men are posing for a picture. The person on the left is wearing sunglasses and a dark green t-shirt. The person in the middle is wearing a pink cap and a green t-shirt. The person on the right is wearing a pearl necklace and a printed shirt. There is text in Hindi at the bottom of the image.,त बहिनाचोद हम का करे,"So, sisterfucker, what should we do?",Hindi_image_1622.jpg
"Top panel, left button","A cartoon image showing a hand pressing a red button labeled ""Overacting"".",Overacting,Overacting,Hindi_image_301.jpg
"Top panel, right button","A cartoon image showing a hand pressing a red button labeled ""Tatti rhyming"".",Tatti rhyming,Tatti rhyming,Hindi_image_301.jpg
"Middle section, below buttons",A Twitter profile picture and username.,"Sarcastic bandar
@Sarcasticbanda2","Sarcastic bandar
@Sarcasticbanda2",Hindi_image_301.jpg
Bottom panel,"A cartoon image of a character's feet wearing red shoes, with the text ""*le Amit bhadana"" written over it.","*le
Amit bhadana","*le
Amit bhadana",Hindi_image_301.jpg
Top,Cloudy sky with white text overlay,"Khud ki city
chhod ke dusri
har city me dost
bana rakhe hai
maine","Leaving my city, I have made friends in every other city.",Hindi_image_315.jpg
Bottom,"A train station with multiple platforms and tracks, a train is parked on one of the tracks.",,,Hindi_image_315.jpg
Bottom Left,A train is parked at a station.,,,Hindi_image_315.jpg
Bottom Right,A view of a train station with platforms and tracks.,,,Hindi_image_315.jpg
Bottom Left Corner,A small text watermark on the image.,@lamethoughts_,@lamethoughts_,Hindi_image_315.jpg
Top text,Text at the top of the image.,ABP News stating facts,ABP News stating facts,Hindi_image_1150.jpg
Top image,A news anchor on a screen with text that says 'Clouds cause rain'.,बादल की वजह से बारिश होती है,Clouds cause rain,Hindi_image_1150.jpg
Bottom image,A man in a police uniform smiling broadly.,Kaa baat kar rhe hain,What are you talking about,Hindi_image_1150.jpg
Center,"A yellow smiley face with wide eyes, holding a red rose and looking annoyed. Text overlays the image.",chup kar chudail dimag mat kha padhne de mera exam hai,"Shut up witch, don't eat my brain, let me study, I have exams",Hindi_image_1178.jpg
Bottom left,"A yellow microphone with ""LIVE CITIES"" written on it, in front of a person.",LIVE CITIES,LIVE CITIES,Hindi_image_1385.jpg
Bottom,Text in Hindi with an emoji showing a shocked face.,आएं :O,Come :O,Hindi_image_1385.jpg
center,A man in a black shirt with a white pattern is speaking with his hand raised. He appears to be in a living room setting.,"YEH ACTUALLY, BOHOT HI DIFFICULT COURSE HAI. BOHOT KAM LOG KAR PAATE HAI ISSE.",This is actually a very difficult course. Very few people can do it.,Hindi_image_1391.jpg
Top,Text in Hindi on top of the image.,दो चीज़ें सबको भाती हैं,Two things are liked by everyone,Hindi_image_103.jpg
Middle,"A smiling woman with glasses, holding a sign that says 'Wednesday'.",Wednesday,Wednesday,Hindi_image_103.jpg
Bottom,Text in Hindi below the image.,"बात ऊँची ऊँची
और बड़ी बड़ी चूची!!","Talk high high
And big big breasts!!",Hindi_image_103.jpg
Top,"The top part has golden text on a black background. The text says 'दिल दर्या' in Hindi script and below it in smaller text, 'मराठीशिश्या'.",दिल दर्या,Heart ocean,Hindi_image_1346.jpg
Middle,The middle part of the image has the word 'और' in golden Hindi script on a black background.,और,And,Hindi_image_1346.jpg
Bottom,The bottom part of the image has golden text in Hindi script on a black background. The text reads 'गॉंड समंदर'.,गॉंड समंदर,Stony ocean,Hindi_image_1346.jpg
Top,Text overlay on a gym background with people walking away from the viewer.,"भाई एक बात याद रखना, जो लड़कीबाज़ी में पड़ गया, उसकी Body कभी नहीं बनती","Brother, remember one thing, whoever gets involved in womanizing, his body never gets built",Hindi_image_665.jpg
Middle of the image,A man with a beard and short hair is looking to the side with a slight smile. Text overlays are present on his chest. The text appears to be in Hindi and includes emojis.,"हमने तुझे दिल दिया था, तूने दिल की बहन चोद दी, बहन की लौड़ी","We gave you our heart, you screwed our sister, sister's bitch",Hindi_image_1352.jpg
top image,A man with a fake mustache looking directly at the camera with a questioning expression. Text is overlayed at the bottom.,Titu Mama,Titu Mama,Hindi_image_671.jpg
top text,"Text in cyan color on a dark background, written in Hindi.",Tu usse Khila Gol Gappe ya khila Rs 12 wali Maggi,Did you feed her Gol Gappe or Rs 12 Maggi,Hindi_image_671.jpg
bottom image,A man with a fake mustache looking to the left with a skeptical expression. Text is overlayed at the bottom.,Par Mere Chutiye Dost Wo tujhe fir Bhi nahi Degi,"But my foolish friend, she won't give it to you either",Hindi_image_671.jpg
Top right,"Anime girl with purple eyes and black hair looking to the left with a slight smile, wearing a purple scarf and a white and purple outfit. text on the right side of the image.",रोड पे इतने गड्ढे हो गए है कि,There are so many potholes on the road that,Hindi_image_117.jpg
Middle right,"Continuation of the text on the right side of the image, with a faint circular watermark behind it.",घर जाने के बाद और धक्के,"after going home, more jolts",Hindi_image_117.jpg
Bottom right,"Last line of text in red, below the previous lines of text. A faint circular watermark is behind it.",सहन नही होते।,cannot be tolerated.,Hindi_image_117.jpg
Bottom right red text,Red text below the main message. A faint circular watermark is behind it.,- एक एक्टिवा चालक भाभी।,- An Activa riding sister-in-law.,Hindi_image_117.jpg
Top,A young man is smiling.,my friend,my friend,Hindi_image_659.jpg
Bottom,A group of women are dancing in the background. One woman in the front is singing.,Chakke Ore Chakke Kaha se Aaya hai re Tu.,Chakke Ore Chakke where have you come from.,Hindi_image_659.jpg
Top text,,John looks lit af in Parmanu movie,John looks lit af in Parmanu movie,Hindi_image_895.jpg
Top left image,"A close-up shot of actor John Abraham with a serious expression, possibly from the movie Parmanu.",,,Hindi_image_895.jpg
Top right image,"Actor John Abraham stands in front of a blackboard with diagrams and text, looking at the camera. The username @Panditanism is visible at the top.",@Panditanism,@Panditanism,Hindi_image_895.jpg
Bottom left image,Actor John Abraham with a fake mustache and a surprised or exaggerated expression.,,,Hindi_image_895.jpg
Bottom right image,"Actor John Abraham with an intense and determined expression, looking directly at the viewer.",,,Hindi_image_895.jpg
left top,A black and white image of Mahatma Gandhi looking to the right.,या या या..,Ya Ya Ya..,Hindi_image_1408.jpg
bottom right,Text at the bottom right of the image.,Mahatma Ga,Mahatma Ga,Hindi_image_1408.jpg
Top,Text overlay with orange letters on a black background.,RAM CHAND KEH GAYE SIYA SE ESA KALYUG AYega,"Ram Chand once said, such an era will come.",Hindi_image_936.jpg
Middle Left,An orange square with red text.,TITU MAMA,Titu Mama,Hindi_image_936.jpg
Top Right,A circular logo with a face and text.,BHUVAN BAM,Bhuvan Bam,Hindi_image_936.jpg
Bottom,Text overlay with orange letters on a black background.,70% MARKS LAANE KAI BAAD BHI BETA BAAP SE MAAR KHAAYEGA,"Even after scoring 70% marks, the son will be beaten by the father.",Hindi_image_936.jpg
top left,A screenshot of a social media chat interface showing a profile picture of Hrithik Roshan.,9:28,9:28,Hindi_image_1554.jpg
top right,"A screenshot of a social media chat interface showing icons for search, call, and video call.",,,Hindi_image_1554.jpg
profile name,The name 'Hrithik Roshan' with a blue checkmark indicating a verified profile.,Hrithik Roshan,Hrithik Roshan,Hindi_image_1554.jpg
follower count,Text indicating '16M people like this' and mentioning friends.,16M people like this including Ratna Lipi and 273 friends,16M people like this including Ratna Lipi and 273 friends,Hindi_image_1554.jpg
artist tag,The word 'Artist' below the follower count.,Artist,Artist,Hindi_image_1554.jpg
message 1,A blue chat bubble containing a message expressing admiration for Hrithik Roshan's dancing skills.,"Sir I am your biggest fan 🤩
Your dancing skills are
amazing","Sir I am your biggest fan 🤩
Your dancing skills are
amazing",Hindi_image_1554.jpg
message 2,A blue chat bubble containing the text 'Sir please reply'.,Sir please reply,Sir please reply,Hindi_image_1554.jpg
message 3,A blue chat bubble containing the Hindi text 'Mere paas bournvita hai'.,Mere paas bournvita hai,I have Bournvita,Hindi_image_1554.jpg
reply message,A white chat bubble containing the text 'Hi' with a profile picture of Hrithik Roshan.,Hi,Hi,Hindi_image_1554.jpg
input bar,"The bottom part of the chat interface showing icons for apps, camera, gallery, microphone, text input, emoji, and like.",Aa,Aa,Hindi_image_1554.jpg
bottom,Anna Hazare speaking into a microphone,ऐ भाई देखो ऐसे नही बोलने का,"Hey brother, don't talk like this",Hindi_image_1226.jpg
Top part,A screenshot of a news headline with a red circle around it.,"जागरण

युवक से कटकर ट्रेन की मौत","Jagran

Youth died after being cut by a train",Hindi_image_1540.jpg
Middle part,A man with sunglasses pointing his finger and a slightly smiling face.,go back to golden days,go back to golden days,Hindi_image_1540.jpg
Bottom part,"A man with sunglasses pointing his finger and a slightly smiling face, with text at the bottom.","Iske pas jo Ganja hai..
wo apun ko chahiye","Whatever ganja he has..
I want that",Hindi_image_1540.jpg
top,A screenshot of a WhatsApp chat conversation.,Hey riya,Hey riya,Hindi_image_2049.jpg
top,A screenshot of a WhatsApp chat conversation.,Tumse ek kaam tha?? Ghar pe ho na?,I had a job for you?? Are you at home?,Hindi_image_2049.jpg
middle,A screenshot of a WhatsApp chat conversation.,"Haa, ghar pe hi hoon","Yes, I am at home",Hindi_image_2049.jpg
middle,A screenshot of a WhatsApp chat conversation.,200 ke chut honge ??,Will it be 200 per blow??,Hindi_image_2049.jpg
bottom,A screenshot of a WhatsApp chat conversation.,"Nahi, main 500 leti hoon 1 ghante kaa","No, I take 500 for 1 hour",Hindi_image_2049.jpg
bottom,A screenshot of a WhatsApp chat conversation.,*chutte,*change,Hindi_image_2049.jpg
bottom,A screenshot of a WhatsApp chat conversation.,Wait what???,Wait what???,Hindi_image_2049.jpg
Top,"Text in Hindi mentioning starting a travel blog with enthusiasm but facing criticism from people who then curse the entire family, leading to disappointment.","जब आप जोश में आकर ट्रैवल ब्लॉग खोले लेकिन लोग टिप्पणी
में आपको व आपके समस्त परिवार को गालियां बकने लगे
तब आहत हुए आप नीब्बा:","When you enthusiastically start a travel blog but people start commenting and abusing you and your entire family, then you get hurt, Nibba:",Hindi_image_739.jpg
Top Right,A watermark with text '@hindimemesangh'.,@hindimemesangh,@hindimemesangh,Hindi_image_739.jpg
Bottom,"Cartoon character Dexter crying and looking at a picture on the wall, with text at the bottom.",मैं आप में असफल रहा,I failed in you,Hindi_image_739.jpg
Center Right,"A picture of an Indian man with a mild smile, taped to the wall.",,,Hindi_image_739.jpg
Top,A woman with dark hair and a bindi is looking to the side with a neutral expression.,Aapke itne Nakhre koun. Jhelega,Who will tolerate so many of your tantrums,Hindi_image_85.jpg
Bottom,A woman with long brown wavy hair and a floral dress is smiling at the camera.,Jo Pelega wahi Jhelega 😂,Whoever melts will tolerate it 😂,Hindi_image_85.jpg
top image,A picture of Bob Marley with a wide smile.,Bob pic maang rha hu,I am asking for Bob's pic,Hindi_image_1781.jpg
middle image,"A picture of Bob the Builder waving with a smile, wearing his signature yellow helmet.",chucha dikha na saali,"Showed the boy, you bitch",Hindi_image_1781.jpg
Top,A man in a suit is shown talking on the phone with a serious expression.,HELLO... TU SABSE BADA CHUTIYA HAI,HELLO... YOU ARE THE BIGGEST IDIOT,Hindi_image_2288.jpg
Bottom,The same man in a suit is shown talking on the phone with a serious expression.,AUR USSE BHI BADA TU GAANDU HAI,AND EVEN BIGGER THAN THAT YOU ARE A MORON,Hindi_image_2288.jpg
Top,Two lines of text on a black background.,2 lines for My Son cum chutiya friend,2 lines for My Son cum idiot friend,Hindi_image_1971.jpg
Bottom,A man and two women dancing in a Bollywood style.,Mutth Mare Mutth Maare Mera Tharki tharki Beta,"Fucks, Fucks, My lecherous lecherous Son",Hindi_image_1971.jpg
Bottom right,Text written in a stylized font.,"Unofficial
Titu Mama","Unofficial
Titu Mama",Hindi_image_1971.jpg
top left,A smiling man in a black jacket pointing forward,कपिल शर्मा,Kapil Sharma,Hindi_image_1965.jpg
top right,A man with a smug expression looking towards the viewer,show me best comedian,show me best comedian,Hindi_image_1965.jpg
middle left,"A man with his hands behind his head, smiling broadly",जैकी श्रॉफ,Jackie Shroff,Hindi_image_1965.jpg
middle right,A man with a smug expression looking towards the viewer,i said best,i said best,Hindi_image_1965.jpg
bottom left,"A man with a surprised expression, wearing an orange t-shirt",ब्रह्मानन्दम,Brahmanandam,Hindi_image_1965.jpg
bottom right,A man with a smug expression looking towards the viewer,Perfection.,Perfection.,Hindi_image_1965.jpg
Top,A screenshot from a news channel showing a map of the world with a woman standing next to it. Text is overlaid on the image.,बादल की वजह से बारिश होती है,Rain happens because of clouds,Hindi_image_1030.jpg
Bottom,"A close-up of a man's face, looking surprised or amused, with a slight smile and his mouth open.",@harshhht3214,@harshhht3214,Hindi_image_1030.jpg
Top,Jacqueline Fernandez smiling and talking on a phone.,Hello Jacqueline Fernandez Speaking,Hello Jacqueline Fernandez Speaking,Hindi_image_1756.jpg
Bottom,Yogi Adityanath talking on a phone with a serious expression.,Aaj se tumhara naam Jaanki Devi hoga,From today your name will be Jaanki Devi,Hindi_image_1756.jpg
top image,"A teacher is standing in front of a blackboard with 'GANDHI' written on it, and a student is pointing towards the teacher.","Atul mera doodh nhi pita hai, is main Atul kya hai","Atul doesn't drink my milk, what is Atul in this?",Hindi_image_261.jpg
bottom image,"Students are sitting in a classroom, with one student in the foreground looking excited and speaking.","Atul chutiya hai, aap hume mauka do PURA nichod ke rakh denge","Atul is an idiot, give us a chance and we will completely squeeze him and keep him.",Hindi_image_261.jpg
Top,"A young woman looking surprised or distressed, with text overlayed on the image.",Exactly 10A.M Aaj Mera Breakup Hogya,Exactly 10 AM Today I Had My Breakup,Hindi_image_1024.jpg
Bottom,"A cartoon image of Tom the cat from Tom and Jerry, with a sly, grinning expression.",ता बहिन्चोद हम का करे,"So brotherfucker, what should we do?",Hindi_image_1024.jpg
Top part,"A cartoon image of Narendra Modi, the Prime Minister of India, with a yellow background.",,,Hindi_image_2277.jpg
Bottom part,Text in white and yellow on a dark red background.,"पढ़ाई अधूरी, शादी अधूरी,
विकास अधूरा, हाईवे अधूरा,
लेकिन फेंकता है पूरा-पूरा !","Education incomplete, marriage incomplete,
Development incomplete, highway incomplete,
But he boasts completely!",Hindi_image_2277.jpg
top image,A woman is singing into a microphone on a stage with bright lights behind her.,Exactly 10A.M aaj mera breakup hogya,Exactly 10 AM today my breakup happened,Hindi_image_1018.jpg
bottom image,Two men are sitting and talking. The man on the left is bald and wearing a black t-shirt. The man on the right is wearing a red cap and a patterned shirt with a jacket.,SUNA HAI YAHA KISI KA BREAKUP HOGAYA HAI AUR WO BAHOT TAKLEEF MAI HAI,Heard someone had a breakup here and is in a lot of pain,Hindi_image_1018.jpg
Top left,A tornado moving across a field towards a road.,Show me the Biggest Toofan,Show me the Biggest Storm,Hindi_image_1019.jpg
Middle left,"A large tornado descending upon a town, with houses visible.",I said the Biggest,I said the Biggest,Hindi_image_1019.jpg
Bottom left,A crowd of people running away from something as a man in the foreground walks.,,,Hindi_image_1019.jpg
Top right,A man with a serious expression looking directly at the camera.,,,Hindi_image_1019.jpg
Middle right,"The same man from the top right, looking intently at the camera with a slightly more intense expression.",,,Hindi_image_1019.jpg
Bottom right,"The same man from the top and middle right, looking very intensely at the camera.",,,Hindi_image_1019.jpg
bottom text,"a child lying on a bed next to a bottle of alcohol, a glass of dark liquid, and a pack of cigarettes",बर्बाद कर दिया लड़कियों ने,Ruined by girls,Hindi_image_2262.jpg
Top,"The text says ""*Pigal na nahi hai 😂*"". It is written in English with an emoji.",*Pigal na nahi hai 😂*,*Don't go crazy 😂*,Hindi_image_1743.jpg
Top Left,"A woman is standing on a stage with a blue patterned background and a spotlight. Text on the image says ""Zakir ji"".",Zakir ji,Zakir ji,Hindi_image_1743.jpg
Top Right,"A man with a microphone is standing on a stage with a red background and spotlights. Text on the image says ""Haan ji"".",Haan ji,Yes sir,Hindi_image_1743.jpg
Middle Left,"A woman is standing on a stage with a blue patterned background and a spotlight. Text on the image says ""Close your eyes"".",Close your eyes,Close your eyes,Hindi_image_1743.jpg
Middle Right,"A man with a microphone is standing on a stage with a red background and spotlights. Text on the image says ""Hmm, acha, theek hai"".","Hmm, acha, theek hai","Hmm, okay, that's fine",Hindi_image_1743.jpg
Bottom Left,"A woman is standing on a stage with a blue patterned background and a spotlight. Text on the image says ""What do you see?"".",What do you see?,What do you see?,Hindi_image_1743.jpg
Bottom Right 1,"A man is smiling broadly at the camera. Text on the image says ""Badal"".",Badal,Badal,Hindi_image_1743.jpg
Bottom Left 2,"A woman is standing on a stage with a blue patterned background and a spotlight. Text on the image says ""That is my life without... wait what?"".",That is my life without... wait what?,That is my life without... wait what?,Hindi_image_1743.jpg
Bottom Right 2,"A man is smiling at the camera. Text on the image says ""Badal Zayada Important hai babu"".",Badal Zayada Important hai babu,"Badal is more important, baby",Hindi_image_1743.jpg
Top,The text is written in Hindi on a yellow gradient background.,"देना है लंड दान में,
देना है लंड दान में,
ये दोस्त है कोई चुत ध्यान
में, अगर नही है तो ये गाम का
चुट भी पीले लगे,
तेरी गांड मार्कर ही जी लगे","We have to donate dick,
We have to donate dick,
This is a friend, any vagina attention
If not, then this village's
will also drink vagina,
Will live by fucking your ass",Hindi_image_53.jpg
Top left,"A person wearing a hockey mask and holding a bloody knife, standing behind a corner.",BB fan...,BB fan...,Hindi_image_1025.jpg
Top right,"A person wearing a hockey mask and holding a bloody knife, with question marks around their head.",,,Hindi_image_1025.jpg
Bottom left,"A person wearing a hockey mask and holding a bloody knife, with a confused expression and a speech bubble.",Neem ka patta kadwa hai,Neem leaf is bitter,Hindi_image_1025.jpg
Bottom right,"A person wearing a hockey mask, holding a bloody knife, with a bloody head, looking at the floor.",mr HOLA bhadwa hai,Mr. Hola is a pimp,Hindi_image_1025.jpg
Full Image,A man in a black hijab and a yellow shirt is looking to the right with his mouth slightly open and index finger raised. The image appears to be a selfie.,,,Hindi_image_1031.jpg
Top,Text written in Hindi with a light green background.,नई-नई देवरानी को जेठानी ने पूछा:- *रात कैसी जा रही हैं?*,The new sister-in-law asked the elder sister-in-law: - *How is the night going?*,Hindi_image_47.jpg
Middle,Text written in Hindi with a light green background.,"देवरानी:- आपका देवर तो *घोड़े जैसा* हैं.. हमेशा *घोड़ी बनाकर* रखता हैं, सांस भी नहीं लेन देता हैं, *गज़ब की ताकत* हैं!","Sister-in-law:- Your younger brother-in-law is like a *horse*.. always keeps me like a *mare*, doesn't even let me breathe, *amazing strength*!",Hindi_image_47.jpg
Middle,Text written in Hindi with a light green background.,जेठानी:- लेकिन इतनी *शांत और सर्दी* की रात में *आवाज़* तो कुछ नही आ रही?,"Elder sister-in-law:- But in such a *quiet and cold* night, I can't hear any *noise*?",Hindi_image_47.jpg
Bottom,Text written in Hindi with a light green background and cartoon emojis at the bottom.,देवरानी:- तो उनसे आज कहूंगी कि *लौड़े पे घुंघरू बांध के* चौदे.. *जिससे परिवार के सभी का मन लगा रहे!*,Sister-in-law:- So today I will tell them to fuck while wearing anklets on their penis.. *so that everyone in the family is entertained!*,Hindi_image_47.jpg
Top,"A man with a beard and short dark hair is looking directly at the camera, wearing a maroon shirt. The background is white.","PAPA KO LAGTA
HAI HUM
CHUTIYA HAI","Father thinks
we are
assholes",Hindi_image_2289.jpg
top left image,A portrait of a man with a serious expression.,AL KA NAAM BATA JISKE SARE SINGH HOTE HO.,Tell me the name of the person whose all are Singh.,Hindi_image_1780.jpg
top right image,"A close-up portrait of a man wearing sunglasses, with a slight smirk.",Lomdi,Fox,Hindi_image_1780.jpg
bottom left image,A close-up portrait of a man with his mouth slightly open.,"HU NAHI HOTE
LOMDI KAI","Are not
Fox",Hindi_image_1780.jpg
center orange sign,An orange square sign with red text.,"TI TU
MAMA",Your mother,Hindi_image_1780.jpg
bottom right image,A close-up portrait of a man wearing sunglasses.,"Kaam kya
hai bhosdike","What is the work,
motherfucker",Hindi_image_1780.jpg
Top,"A man in a brown shirt speaks into a microphone on a stage, with green text in a speech bubble above him.",हर घर से अफज़ल निकलेगा,From every house Afzal will emerge,Hindi_image_90.jpg
Middle,"A man in a light yellow vest and glasses, with his hands clasped, sits and speaks, with red text in a speech bubble to his right.",क्या निकलेगा ??,What will emerge??,Hindi_image_90.jpg
Bottom,"A man in a blue shirt with a cartoonish, googly-eyed emoji sticking its tongue out, speaks, with white text in a speech bubble to his left.","अफ़सर..निकलेगा मोटा भाई, आपने क्या सुना?","An officer.. will emerge, fat brother, what did you hear?",Hindi_image_90.jpg
Top text,Text asking a question about which country promotes terrorism.,"Ok, Now
Which country Promotes Terrorism??","Ok, Now
Which country Promotes Terrorism??",Hindi_image_2060.jpg
Middle poll,A poll showing India with 8% and Pakistan with 92%.,"India
Pakistan
8%
92%","India
Pakistan
8%
92%",Hindi_image_2060.jpg
Top image,A woman with a questioning look is looking at a man.,Late kyu aaye ho?,Why did you come late?,Hindi_image_1227.jpg
Middle image,A man is looking at a woman and explaining something.,Wo zra Medical store pe ruk gya tha,I had stopped at the medical store for a while.,Hindi_image_1227.jpg
Bottom image,"A woman is smiling coyly, implying she doesn't believe the man's explanation.",That Smile,That Smile,Hindi_image_1227.jpg
Center,"Two cartoon characters from a video game, one in front holding a large syringe, and another behind him. The text is superimposed over them.","अब Body बनाने का अंतिम
मार्ग यही बचा हैं मित्र 💀","Now the last
way to build a body is left, friend 💀",Hindi_image_704.jpg
Bottom left,"A logo with the text ""MUSCLEBALI"".",MUSCLEBALI,MUSCLEBALI,Hindi_image_704.jpg
Top,"A man with long hair and a mustache is looking at the camera with his mouth open, gesturing with his hands. He is wearing a white shirt and a pink tie. There is a red logo with white text in the top right corner.",Me,Me,Hindi_image_710.jpg
Top middle,"The same man as in the top part, but now his mouth is slightly open and he is looking towards the camera.",Bhai bina Bandi kai tu itna khus kese rehta hai,"Brother, how do you stay so happy without a girlfriend?",Hindi_image_710.jpg
Top right,A red rectangle with white text.,TITU MAMA,TITU MAMA,Hindi_image_710.jpg
Bottom left,A man with long hair and a mustache is looking at the camera with wide eyes and a surprised expression. He is wearing a red and black plaid shirt. Text is displayed in blue at the bottom.,my friend,my friend,Hindi_image_710.jpg
Bottom,"The same man as in the bottom left part, but now he is making a fist with his right hand, pulling his hair.",Apna Haath Jagganath,Your own hand is your Lord Jagannath,Hindi_image_710.jpg
Top text,Yellow text on black background. The text is in Hindi.,KIS KIS KO ISS BANDE KI WAJEH SE BANCHO BOLNE KI ADAT PAD GYI,Due to which person has started the habit of saying Bancho,Hindi_image_937.jpg
Top left image,A man is smiling and holding a phone.,,,Hindi_image_937.jpg
Top right image,A man is looking stressed and holding his head.,,,Hindi_image_937.jpg
Bottom left image,A man is looking to the left and making a peace sign.,,,Hindi_image_937.jpg
Bottom right image,A man is looking confused.,,,Hindi_image_937.jpg
Top left,"A close-up of a baby with a happy expression. The word ""LIVE"" is in a red box in the top left corner.",LIVE,LIVE,Hindi_image_1582.jpg
Bottom left,"A red banner with the words ""BREAKING NEWS"" written in white. The baby from the top left is partially visible.",BREAKING NEWS,BREAKING NEWS,Hindi_image_1582.jpg
Middle text,Text in Hindi about a major revelation involving a show and a baby named Taimur.,एक बड़ा खुलासा कॉफ़ी विथ करण में जाएँगे तैमूर !!,A big revelation Taimur will go on Koffee with Karan!!,Hindi_image_1582.jpg
Bottom text,"Text in Hindi about a person saying something aggressively and then bragging about it. The time stamp ""9:30"" is visible on the left.","9:30 कहा ""उस छक्के की गांड तो मैं मरूंगा, और फिर बोलूंगा आज मैं करके आया""","9:30 said ""I will fuck that gay's ass, and then I will say I did it today""",Hindi_image_1582.jpg
