location,image_description,text,translated_text,id
Top text,Green background with Gujarati text and emojis.,ઝોમેટો અને સ્વિગી પર એક જ,"On Zomato and Swiggy, one and the same",Gujarati_image_630.jpg
Middle text,"Green background with Gujarati text, a winking face with tongue emoji and a winking face emoji.",ફૂડ ઓર્ડર કરીને ભાવ ચેક કરતો હું !,I check the price by ordering food!,Gujarati_image_630.jpg
Top left image,"A man in a white shirt with a heart design and brown pants, sitting on a bench and talking on a phone.",Trill cha,Trill cha,Gujarati_image_630.jpg
Top right image,"A woman in a black dress, wearing hoop earrings and hair clips, talking on a flip phone with a surprised expression.",,,Gujarati_image_630.jpg
Bottom left image,"A woman in a black dress, wearing hoop earrings and hair clips, talking on a flip phone with a surprised expression.",,,Gujarati_image_630.jpg
Bottom right image,"A man in a grey suit, sitting on a bench and talking on a phone, with a sign in the background that says 'Sale'.",anon Sale,anon Sale,Gujarati_image_630.jpg
Top Left Corner,"A yellow circular logo with the text ""GUJJU ROCKS TEAM"" and a hand gesture inside.",,,Gujarati_image_624.jpg
Main Image,A selfie of a man with a beard and sunglasses and a woman next to him.,,,Gujarati_image_624.jpg
Bottom Center,"A purple banner with social media icons (Instagram, Facebook) and a username '/GujjuRocks'. Below it, text in Gujarati with clapping hand emojis.",MalikArjun ને કોંગ્રેસના અધ્યક્ષ બનવા ઉપર ખુબ ખુબ શુભકામનાઓ !,Many many congratulations to MalikArjun on becoming the President of Congress!,Gujarati_image_624.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બેરૂ: એક વાત કલુ? Adultગુજરાતી,Wife: Shall I say something? Adult Gujarati,Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બકરો: હા બોલને.,"Husband: Yes, speak.",Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બેરૂ: મારશો તો નહિ ને?,"Wife: You won't hit me, right?",Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બકરો: ના નહિ મારુ બોલતા ખરા.,"Husband: No, I won't hit you, speak.",Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બેરૂ: હું પ્રગનેટ છું.,Wife: I am pregnant.,Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,બકરો: અરે વાહ આ તો ખુશખબર છે!એમાં કેમ મારુ?,"Husband: Oh wow, this is great news! Why should I hit you in this?",Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,"બેરૂ: એતો કોલેજ ના ટાઇમ પર પપ્પા ને કીધું તો બહુ મારી હતી, એટલે તો જલ્દી તમારા જોડે લગન કરાઈ દીધા મારા.","Wife: That's because I told my dad during college, so he beat me a lot, that's why he quickly got me married to you.",Gujarati_image_142.jpg
Top,Text overlay on a bright blue background with Gujarati text.,"બેરૂ: એતો કોલેજ ના ટાઇમ પર પપ્પા ને કીધું તો બહુ મારી હતી, એટલે તો જલ્દી તમારા જોડે લગન કરાઈ દીધા મારા.","Wife: That's because I told my dad during college, so he beat me a lot, that's why he quickly got me married to you.",Gujarati_image_142.jpg
Top,Gujarati text with a dark background.,"અમુક પિકીનાવને
નીચે હોય ખાલી *ટ્ટુડી*ને",Some pickup artists are just *clowns* below,Gujarati_image_1517.jpg
Middle,Gujarati text with a dark background.,"બધી વાતમાં
*મારો લોડો મારો લોડો*","In all matters
*my dick, my dick*",Gujarati_image_1517.jpg
Bottom,Gujarati text with a dark background and a line underneath the word 'છે'. It is followed by five laughing emoji faces.,"કરતા હોય છે
😂😂😂

🤣😂","they do
😂😂😂

🤣😂",Gujarati_image_1517.jpg
Middle,A man and a woman are clapping at an event. The text on the image is in Gujarati.,લગ્ન માં પીવાનો મેળ થય ગયો,Got a chance to drink at the wedding,Gujarati_image_817.jpg
Top,text in Gujarati with a red heart icon,છોકરી - હું તમને મારું દિલ નથી આપી શકતી.❤️,Girl - I cannot give you my heart.❤️,Gujarati_image_1271.jpg
Middle,text in Gujarati with various emojis,"છોકરો - હું તો એટલું ઉપર સુધી નહીં વિચારતો મારે તો દિલ ની બે વત નીચે જે છે, એ જોઈયે છે.","Boy - I don't even think that much, I just want to see what's below the heart.",Gujarati_image_1271.jpg
Bottom,row of smiling emojis with their tongues sticking out,,,Gujarati_image_1271.jpg
top,"The text ""Dank.kadi"" is displayed.",Dank.kadi,Dank.kadi,Gujarati_image_803.jpg
middle,"The text ""Missing those days"" is displayed.",Missing those days,Missing those days,Gujarati_image_803.jpg
middle,"The Gujarati text ""જ્યારે હું દરેક શનિવારે છાપામાં"" is displayed.",જ્યારે હું દરેક શનિવારે છાપામાં,When I used to get in the newspapers every Saturday,Gujarati_image_803.jpg
middle,"The Gujarati text ""ઝગમગ શોધતો હતો"" is displayed.",ઝગમગ શોધતો હતો,I used to search for glimmer,Gujarati_image_803.jpg
bottom,"The text ""(W phase of my life)"" is displayed.",(W phase of my life),(W phase of my life),Gujarati_image_803.jpg
Top text,Text overlay on black background with Gujarati script,She:- Tme kai school ma ભણતા,She:- I was studying in school,Gujarati_image_195.jpg
Middle text,Text overlay on the image of people playing tabla,My response,My response,Gujarati_image_195.jpg
Main image,A group of men are gathered around two men who are playing the tabla.,,,Gujarati_image_195.jpg
Top,Text overlay on a black background.,"MI નો વારો પૂરો હવે ચેન્નઇ
નો વારો 🗿","MI's turn is over, now Chennai's
turn 🗿",Gujarati_image_829.jpg
Middle,"Aerial view of a large, modern stadium at night, with illuminated seating and an empty field.",,,Gujarati_image_829.jpg
Bottom,Text overlay on a black background with a skull and crossbones emoji.,તૈયાર થઈ જાઓ ચેન્નઇ હારવા માટે 💀,Get ready to lose Chennai 💀,Gujarati_image_829.jpg
Bottom Center,Text on a black background.,@Dank.kadi,@Dank.kadi,Gujarati_image_829.jpg
top,Text in Gujarati with a black background,ભાત બનાવ છે,To make rice,Gujarati_image_801.jpg
middle,A man with blond hair and a suit is looking sideways with a serious expression. There is text on the right of his face.,*le મમ્મી,*Mom,Gujarati_image_801.jpg
lower middle,A man with blond hair and a suit is looking sideways with a serious expression. There is Gujarati text and a green cross symbol on the left.,બાસમતી ચોખા ❌,Basmati rice ❌,Gujarati_image_801.jpg
bottom,A watermark with the text Dankkadi.,Dankkadi,Dankkadi,Gujarati_image_801.jpg
Top Left,"A modern, architecturally complex building with glass and geometric patterns on the left side, by a body of water.","વિદેશી એન્જીનીયર,","Foreign Engineer,",Gujarati_image_632.jpg
Top Right,A construction site featuring a brick building with unfinished concrete elements and wooden scaffolding on the right side.,ભારતીય કોન્ટ્રાક્ટર,Indian Contractor,Gujarati_image_632.jpg
Bottom,"A collage of text overlays on a dark background, with a social media logo and an icon of a hand making a gesture.","અમારા કોન્ટ્રાક્ટરનો મુકાબલો
વિદેશી એન્જીનીયર પણ નથી કરી શકતા !","Our contractor's competition
Even foreign engineers cannot do!",Gujarati_image_632.jpg
Center,A man in a black coat and pants walks in an abandoned industrial building.,મારો આ રમે ટચ્યું ટચ્યું,My this game touched touched,Gujarati_image_154.jpg
Top,Black text on a black background with yellow outline. The text reads '90s grandma's house',90ના દાયકાના ઘર,90s grandma's house,Gujarati_image_626.jpg
Middle,"Yellowish-brown terrazzo flooring with a pattern of black, white, and beige chips. In the top left corner, there is a circular logo with the text 'GUJJU ROCKS TEAM' and a drawing of a hand giving a thumbs up.",આ ફ્લોરિંગ વગર અધૂરા કહેવાતા !,This flooring was considered incomplete without it!,Gujarati_image_626.jpg
Bottom,"Grayish-blue terrazzo flooring with a pattern of white, black, grey, and orange chips. In the bottom right corner, there are social media icons and the text '/ GujjuRocks'.",,,Gujarati_image_626.jpg
bottom center,"A man wearing a light blue shirt and glasses is smiling, with a person's head visible below him.",મોરે મોરો,More Moro,Gujarati_image_168.jpg
Top Text,"Text in Gujarati stating 'Nepal: *India claims its land on the map, India:'","નેપાળ : *ભારતની જમીનને પોતાની બતાવતો નકશો બહાર પાડે છે*
ભારત :","Nepal: *India releases a map showing its land as its own*
India:",Gujarati_image_1059.jpg
Middle Text,"Text in Gujarati stating 'Whether it is a goat's hoof or a horn, it will eat it.'","પંખ ફૂટી હોય કે શિંગડા, જાતે
કાપી નાખજે","Whether it has wings or horns, cut it yourself.",Gujarati_image_1059.jpg
Bottom Text,"Text in Gujarati stating 'If I cut, I will cut more.'",હું કાપીશ તો વધારે દુખાશે,"If I cut, it will hurt more.",Gujarati_image_1059.jpg
Logo,A Gujarati meme logo with text 'Gujju Meme Bhandar' inside an orange shield.,"ગુજરાતી
MEME
ભંડાર","Gujarati
MEME
Bhandar",Gujarati_image_1059.jpg
Top,,હવામાન વિભાગની ચેતાવણી,Weather department's warning,Gujarati_image_1065.jpg
Middle,,"સાચી હતી.
""વાવાઝોડા સાથે તોફાન પણ
આવશે,""","Was true.
""Storm will also come with the cyclone,""",Gujarati_image_1065.jpg
Bottom,,"બાયડી પિયર ગઇ હતી તો
આવતી વખતે તેની માં ને પણ
લેતી આઇ.","The wife had gone to her parents' house,
so when she returned, she brought her mother too.",Gujarati_image_1065.jpg
Top,Text in Gujarati with a watermark in the background.,"ટીચર- પપ્પુ તે આજે પણ હોમવર્ક
નથી કર્યું, હવે બોલ તને શું
સજા આપુ?","Teacher- Pappu, you still haven't done homework today, now tell me what
punishment should I give you?",Gujarati_image_418.jpg
Bottom,Text in Gujarati with laughing emojis at the bottom.,"પપ્પુ- મારી બાજુવાળી છોકરીએ પણ
નથી કર્યું, એમને બંનેને બાથરૂમમાં
બંધ કરી દેવો","Pappu- My neighbor girl also
didn't do it, lock them both in the bathroom",Gujarati_image_418.jpg
Top left,Text in Gujarati reads 'Common People',સામાન્ય લોકો,Common People,Gujarati_image_587.jpg
Top right,Text in Gujarati reads 'Gujarati Monalisa's followers',ગુજરાતી મોનાલીસાના ભક્તો,Gujarati Monalisa's followers,Gujarati_image_587.jpg
Middle left,A list of actions in Gujarati,"સવારે ઉઠવું
યા નાસ્તો કરી
કામે જવું
દુનિયાની પંચાત
કરતાં કરતાં
લંચ લેવો
ઘરે આવવું
ડિનર લેવું
સૂઈ જવું","Wake up in the morning
Or have breakfast
go to work
Engaged in worldly affairs
while doing
have lunch
come home
have dinner
go to sleep",Gujarati_image_587.jpg
Middle right,"A list of actions in Gujarati, with repeated phrase","સવારે ઉઠવું
ગુજરાતી મોનાલીસાને
યાદી યુગલી કરવી
યા નાસ્તો કરી
ગુજરાતી મોનાલીસાને
યાદી યુગલી કરવી
ગુજરાતી મોનાલીસાને
યાદી યુગલી કરતાં
લંચ લેવો
ડિનર લેતાં લેતાં
ગુજરાતી મોનાલીસાને
યાદી યુગલી કરવી
સૂઈ જઈ સપનામાં
ગુજરાતી મોનાલીસાને
યાદી યુગલી કરવી","Wake up in the morning
Remind Gujarati Monalisa
Or have breakfast
Remind Gujarati Monalisa
Reminding Gujarati Monalisa
have lunch
While having dinner
Remind Gujarati Monalisa
Go to sleep and in dreams
Remind Gujarati Monalisa",Gujarati_image_587.jpg
Top text,Red background with white text,કાકા રાત્રે જમતી વખતે ભત્રીજાને-,Uncle to nephew while eating at night-,Gujarati_image_42.jpg
Middle text line 1,Red background with white text,ચોદીના....કરેલા ખા કરેલા....,Screwed....done or not done....,Gujarati_image_42.jpg
Middle text line 2,Red background with white text,લોડો લાંબો થાહે,The lad will grow long,Gujarati_image_42.jpg
Middle text line 3,Red background with white text,"કાકી રસોડામાંથી શરમાયને - ""તમેય ખાવને""","Aunt shyly from the kitchen - ""You eat too""",Gujarati_image_42.jpg
Bottom text,Red background with white text,આમા કવી એ આબરૂ ની મા ચોદી છે..,How has she ruined her reputation in this..,Gujarati_image_42.jpg
Top text,A purple background with white text. The text starts with a lightning bolt symbol and reads 'Sasra: (Ghodiya ma joi ne) Vahu aa uhhyo..!'.,"સસરા: (ઘોડીયામાં જોઈને)
વહુ આ ઉઠયો..!","Father-in-law: (Seeing in the cradle)
The daughter-in-law has woken up..!",Gujarati_image_1111.jpg
Middle text,A purple background with white text. The text reads 'Vahu: To ghadik halavo. Pachhi pan na suve to bahar kadhine ramado.'.,"વહુ: તો ઘડીક હલાવો.
પછી પણ ના સુવે તો બહાર
કાઢીને રમાડો.","Daughter-in-law: So rock it for a while.
If she still doesn't sleep, then take her out and play.",Gujarati_image_1111.jpg
Bottom text,A purple background with white text and an emoji. The text reads 'Ane pachhi pan na suve to mane bolavajo. Adultgujarati'.,"અને પછી પણ ના સુવે તો મને
બોલાવજો.
Adultગુજરાતી","And if she still doesn't sleep, then call me.
AdultGujarati",Gujarati_image_1111.jpg
top,,બસ માં સીટ ખાલી પડી હોય અને,If a seat is empty in the bus and,Gujarati_image_81.jpg
top-middle,,તોય કોઈ છોકરો બેસે નહિ અને,still no boy sits,Gujarati_image_81.jpg
middle,,ઊભો ઊભો જાય..,and goes standing.,Gujarati_image_81.jpg
middle-bottom,,તો સમજી લેવું સેટિંગ આગળ ઉભુ,Then understand the setting is in front,Gujarati_image_81.jpg
bottom-middle,,છે..મેર પડી જાય એમ છે.. એટલે,and it seems to be raining.. therefore,Gujarati_image_81.jpg
bottom,A laughing emoji,ભઈ સીટ પર બેહતા નહિ.😂,Brother don't sit on the seat. 😂,Gujarati_image_81.jpg
very bottom,,Adultગુજરાતી,Adult Gujarati,Gujarati_image_81.jpg
top left,a person running in a desert,ભાઈશુ,What are you doing?,Gujarati_image_95.jpg
bottom left,a person running in a desert with a yellow text on bottom,વિદેશીગામડિઓ,Foreigners,Gujarati_image_95.jpg
top right,No description,ભાઈશુ,What are you doing?,Gujarati_image_95.jpg
bottom right,No description,ભોઈશુ,Will be there,Gujarati_image_95.jpg
top image,An older man with glasses and messy white hair looking surprised or concerned.,,,Gujarati_image_949.jpg
top text,A black banner with green text.,શું કોરોના વાયરસ થી લોકો મરી રહ્યા છે??,Are people dying from the coronavirus??,Gujarati_image_949.jpg
middle image,"A man with a cap and a beard, looking directly at the camera with a stern expression.",,,Gujarati_image_949.jpg
middle text,A black banner with red text.,"ના, નવા નવા જન્મે છે!!","No, new ones are being born!!",Gujarati_image_949.jpg
bottom image,"The same man as the middle image, but with a slight smile and looking to the side.",,,Gujarati_image_949.jpg
bottom text,A black banner with blue text.,"અલ્યા,અક્કલમણ્","Hey, understood",Gujarati_image_949.jpg
left image,"A man with a slightly flabby physique, with text overlaid on his chest.",Stop Dieting,Stop Dieting,Gujarati_image_791.jpg
right image,"A man with a very muscular physique, with text overlaid on his chest and abdomen.","Start Eating
પોતાયા(થેપલા)","Start Eating
Pota (Thepla)",Gujarati_image_791.jpg
Full image,A man in white clothes is sleeping on a wooden bench against a wall. Another person is sitting on a chair in the background.,આના પેટની જેમ હું પણ બોજ બનીને રહી ગયો છું,"Just like his stomach, I too have become a burden.",Gujarati_image_1307.jpg
Middle,"A black and white cat is lying on its back on a wooden floor, looking at a smartphone placed in front of it. The cat appears to be watching a video on the phone.",નીંદર ની આવશ્યકતા,Need for sleep,Gujarati_image_961.jpg
Top,"Text in Gujarati with emojis, indicating a conversation.",લારી વાળો:- 👨‍🦰 ચફી લઈ લો..,Cart guy:- Take a scarf..,Gujarati_image_1475.jpg
Top right,A bikini emoji.,બ્રા લઈ લો... 👙,Take a bra...,Gujarati_image_1475.jpg
Middle top,Text in Gujarati with emojis.,છોકરી:- શરમ નથી આવતી ...આવા,Girl:- Aren't you ashamed... like this,Gujarati_image_1475.jpg
Middle,Text in Gujarati.,ખરાબ શબ્દો બોલો છો તે...કાઇ,You are saying bad words...,Gujarati_image_1475.jpg
Middle bottom,Text in Gujarati.,બીજા નામે બોલ...,Call by other names...,Gujarati_image_1475.jpg
Bottom top,"Text in Gujarati with emojis, indicating a conversation.",લારી વાળો:- 👨‍🦰 બોબલા નુ ઠાકણું,Cart guy:- Take a dummy's bottom,Gujarati_image_1475.jpg
Bottom middle,Text in Gujarati with underlines.,લઈ લો...ગાંડ નુ ઠાકણું લઈ લો...,Take it...take the bottom of the ass...,Gujarati_image_1475.jpg
Bottom,Text in Gujarati and a row of laughing emojis.,આમાં લારી વાળો ગુજરાતી હતો 😂😂😂😂😂😂,"In this, the cart guy was Gujarati 😂😂😂😂😂😂",Gujarati_image_1475.jpg
Top bar,Social media icons and username,f / being_aapdawalo,f / being_aapdawalo,Gujarati_image_975.jpg
Center,"Circular logo with text ""BEING AAPDAWALA"" and ""QUALITY MEME CONTENTS""","Rihain Rihamane vay gayeli
Manta rakhin Manaian Len aavyo..","Days have passed
Keep them in mind to remember..",Gujarati_image_975.jpg
Top,A young man and an elderly woman are featured in the top portion of the image. The text above them is in Gujarati.,"23 વર્ષના યુવકે પોતાના 91 વર્ષના કાકી સાથે જ
કર્યા લગ્ન ! હવે તેમના પેંશન પર કર્યો દાવો !",A 23-year-old young man married his 91-year-old aunt! Now claims her pension!,Gujarati_image_752.jpg
Top left image,A young man with glasses and a woman are holding hands. The man is wearing a white and blue athletic shirt with the number 10 on it. The woman is wearing a white top and a necklace. They are smiling.,,,Gujarati_image_752.jpg
Top right image,A man in a suit and sunglasses is standing next to an elderly woman wearing a fur coat and sunglasses. The woman is adorned with jewelry.,,,Gujarati_image_752.jpg
Bottom,The bottom part of the image contains text in Gujarati describing the news story. It includes a social media handle '/GujjuRocks' with Facebook and Instagram icons.,"આર્જેન્ટીનાના 23 વર્ષીય મોરિસિયો નામના યુવાને પોતાની મરી ચૂકેલી 91
વર્ષીય કાકી યોલાન્ડા ટોરિસના પેંશન પર દાવો કર્યો છે. તેનું કહેવું છે કે, તેણે
વર્ષ 2015ના ફેબ્રુઆરી મહિનામાં પોતાની 91 વર્ષીય કાકી સાથે લગ્ન કર્યા અને
એપ્રિલ 2016માં યોલાન્ડાનું મોત થયું હતું. એવામાં તે પેંશન લેવાને હકદાર
છે. પણ ત્યાંની સરકારે તેની અરજી ત્યારે ફગાવી દીધી જ્યારે તપાસમાં સામે
આવ્યું કે તેના પાડોશીઓએ લગ્નની વાતને નકલી ગણાવી છે.","A 23-year-old youth named Mauricio from Argentina has claimed the pension of his deceased 91-year-old aunt Yolanda Torres. He says that he married his 91-year-old aunt in February 2015 and Yolanda died in April 2016. Therefore, he is entitled to receive the pension. But the government there rejected his application when it emerged during the investigation that his neighbors had declared the marriage fake.",Gujarati_image_752.jpg
Top,"Title text ""Student types!!"" in Gujarati",સ્ટુડન્ટના પ્રકાર!!,Types of students!!,Gujarati_image_753.jpg
Top left,A South African cricketer in green uniform looking down,"છેલ્લા વર્ષમાં જ
સારું પરફોર્મન્સ કરી દે છે !",Only performs well in the last year!,Gujarati_image_753.jpg
Top right,An Australian cricketer in yellow and green uniform smiling,"બીમારીમાં પણ
પરફોર્મન્સ પર અસર નથી પડતી !","Even during illness, performance is not affected!",Gujarati_image_753.jpg
Bottom left,An Indian cricketer lying on the ground with his hand on his head,મેડિકલ સર્ટિફિકેટ તૈયાર રાખે છે !,Keeps the medical certificate ready!,Gujarati_image_753.jpg
Bottom right,An English cricketer in blue uniform looking to the side,સારો વિદ્યાર્થી છે પરંતુ એકાગ્ર નથી !,Is a good student but not focused!,Gujarati_image_753.jpg
Top,Text in Gujarati about a family suicide case.,"અંતિમ 5 કલાક ખૂબ જ કમકમાટીભર્યા
સુરતમાં 7 ના સામૂહિક આપઘાતમાં મોટો ખુલાસો:
રાત્રે ૩થી સવારે ૪ સુધીમાં પરિવારના સભ્યોનો એક પછી એક જીવ ગયો","Last 5 hours very chilling
Big revelation in Surat's 7-member mass suicide case:
Family members died one after another from 3 AM to 4 AM",Gujarati_image_747.jpg
Center,"A family of four posing for a photo. From left to right: an elderly man, a man in a yellow kurta, a woman in a green and orange saree, and an elderly woman in a red saree.",,,Gujarati_image_747.jpg
Bottom,Text in Gujarati detailing a mass suicide incident involving a family in Surat.,"સુરત 7 આપઘાત કેસમાં પરિવારના તમામ સભ્યોના એક પછી એક પાંચ કલાકમાં જ મોત થયા
કોવાતું રિપોર્ટમાં સામે આવ્યું છે. મનીષ સોલંકીએ બોટલમાંથી ઝેરી દવા સોડામાં મિક્સ કરી
પીવડાવી હતી. પછી પરિવારના છ પૈકી ચાર સભ્યોના એક પછી એક મોત થયા હતા. જ્યારે
મનીષના માતા અને મોટી દીકરીનું મોત નિપજ્યું ન હતું. પછી બંનેનું ગળું દબાવીને હત્યા કરી
કોવાતું જાણવા મળ્યું છે. આ બંનેના ગળાના ભાગે કાળા ચકામાના નિશાનો દેખાઈ આવ્યા હતા.","In the Surat 7 suicide case, all family members died one after another within five hours.
It has come to light in the investigation. Manish Solanki mixed poison in soda and gave it to drink.
Later, four out of the six family members died one after another. While
Manish's mother and elder daughter did not die. Later, their throats were also strangled.
It has been learned that they were murdered. Black marks were seen on the necks of both.",Gujarati_image_747.jpg
Top text block,A text block in Gujarati with a female figure speaking to God.,"છોકરી:-હે ભગવાન આ છોકરા ઓનો
લંડ થોડો ખુબસુરત બનાવો ને..","Girl:- Oh God, make these boys'
penis a little beautiful.",Gujarati_image_1474.jpg
Bottom text block,A text block in Gujarati showing God's response to the girl.,"ભગવાન:-ભણ્યાૌદ આટલો ખરાબ છે
તો પણ ચૂસે છે તો સારો બનાવિશ તો
તમે બઈ જશો","God:- Even though the student is so bad,
if he sucks, I will make him good,
you will be satisfied.",Gujarati_image_1474.jpg
Bottom emojis,"Four laughing emojis with tears, indicating amusement.",,,Gujarati_image_1474.jpg
Top,Text in Gujarati,"જ્યારે વૃષ્ણ પર કોઈ કીક મારે અને પીડા સહન ન થાય ત્યારે,","When someone kicks on testicles and the pain is unbearable,",Gujarati_image_960.jpg
Bottom,"A close-up of a man's face with tears in his eyes, looking distressed. Text is overlaid on the image.",Maula mere le le meri jaan,Maula mere le le meri jaan,Gujarati_image_960.jpg
Top,"A close-up of a person with a checkered background. The text overlay says ""શું કરે તારી કાખી"" with a raised fist emoji.",શું કરે તારી કાખી,What will your mother do,Gujarati_image_1306.jpg
Top,"A diamond shape overlay on a sunset/sunrise background over the ocean, with text in Gujarati.",સુપ્રભાત,Good morning,Gujarati_image_1448.jpg
Middle,The text continues with advice on choosing friends.,"સંગત કરવી હોય તો સમુદ્ર જેવા વ્યકિત ની કરો
જે તમારી બધી વાતો સમાવી લે,
ખાબોચિયા જેવા વ્યકિત ની સંગત કરશો તો
સમય આવતા જ છલકાય જશે
અને વાતને કીડ ન જેમ ફેલી દેશે.","If you want to keep company, keep company with someone like the ocean,
who can accommodate all your words,
If you keep company with someone like a puddle,
they will overflow when the time comes
and spread the matter like a sprout.",Gujarati_image_1448.jpg
Bottom,A religious blessing in Gujarati.,જય શ્રી કૃષ્ણ,Hail Krishna,Gujarati_image_1448.jpg
top image,"Close up shot of a woman's face looking downwards and talking on a phone, with blurred lights in the background.",કયા છે તું?,Where are you?,Gujarati_image_948.jpg
middle image,"A man with sunglasses and a beard is talking on a phone, looking surprised or concerned. He is in the middle of a street with traffic.","એ ખબર નથી, પણ અહીંયા ટ્રાફીક નિયમ ભંગ કર્યો પછી રસ્તા વચ્ચે બબાલ થઈ રહી છે.","Don't know about that, but traffic rules are being broken here and there is chaos in the middle of the road.",Gujarati_image_948.jpg
bottom image,"A man is seen driving an auto-rickshaw, looking at the camera with a smile. Another man is seen from behind, looking towards the auto-rickshaw.",સુરતમાં તમારું સ્વાગત સે,Welcome to Surat,Gujarati_image_948.jpg
Top,A man in swim trunks is standing with a young boy in a red hat in front of him. There are other people on a beach in the background.,No alarm needed,No alarm needed,Gujarati_image_784.jpg
middle,The young boy in the red hat has a concerned expression on his face.,મારા બાપ ની એક જ આદત,My father's one habit,Gujarati_image_784.jpg
bottom,The man in swim trunks is looking at the camera and smiling slightly. The young boy in the red hat is looking at the camera with a worried expression.,wakes me up,wakes me up,Gujarati_image_784.jpg
Bottom half of the image,"A young Black boy with a surprised and slightly distressed expression, looking off to the side and reaching out his hand. Text is overlaid on his shirt.",કેવી chodu જેવી વાતું કરે છે છોયદ,What kind of talks like chodu are you doing?,Gujarati_image_94.jpg
Top text,White text on a black background.,મારાં ઘરે 'ભૂતનાં પેટનાં' નો જન્મ,"In my house, 'born of ghost's stomach'",Gujarati_image_80.jpg
Middle text,White text on a black background with a smiling emoji.,થયો છે! 🙂,has happened! :),Gujarati_image_80.jpg
Bottom text,White text on a black background with skull and ghost emojis.,નામ Suggest કરો (મન પડે ઈ.... 💀👻,Suggest a name (whichever you like.... 💀👻,Gujarati_image_80.jpg
Bottom right text,White text on a black background.,IG | FUN 4 PORBANDAR,IG | FUN 4 PORBANDAR,Gujarati_image_80.jpg
Top,A yellow smiley face emoji with a middle finger raised.,"માણસમાં હવસ
હોવી જોઈએ",A person should have lust,Gujarati_image_551.jpg
Middle,A yellow smiley face emoji with a middle finger raised.,"પ્રેમ તો મજનું એ
પણ કર્યો હતો",Did love even for fun,Gujarati_image_551.jpg
Bottom,A yellow smiley face emoji with a middle finger raised.,શું મળ્યું ભાઈ નો લોડા..!!,"What did you get brother, absolutely nothing..!!",Gujarati_image_551.jpg
Top,Text in Gujarati language with a shadow effect.,"પુરુષ બિચારો એટલી હદે
બદનામ થઈ ગયો છે ને કે
કોઈના લગ્નમાં મન મુકીને નાચી લે
ને તો મહિલાઓ એમ કહે કે
આજે પાર્ટી રેડી થઈને આવી
લાગે છે
લોડો વધારે નાખી ગયો
લાગે સે..😊😋","The poor man has been defamed to such an extent that if he dances freely at someone's wedding, women say that today the party looks ready.
The fool has overdone it.",Gujarati_image_545.jpg
Bottom Left,A group of five young men posing for a photo.,,,Gujarati_image_545.jpg
Bottom Right,"A cartoon character of a young boy with brown hair, wearing a purple shirt and a grey skirt, standing.",,,Gujarati_image_545.jpg
image,A close-up of a monkey with its hands pressed together in a gesture of prayer or greeting. Text is overlaid on the image.,"યાદ રાખજે તારી વળાણી પત્ની
અત્યારે Gujju gc ? કોમેન્ટ માં
Please add me કોમેન્ટ કરતી હશો","Remember your wife
Currently Gujju gc? In the comments
Please add me doing comments",Gujarati_image_1110.jpg
Top,"The text is in Gujarati on a yellow background, with a kite image. The text says ""Uttarayan ni simal loko ne jaruri suchna..""","ઉત્તરાયણ નિમિતે સિંગલ લોકો ને
જરૂરી સુચના..",Important announcement for single people for Uttarayan..,Gujarati_image_57.jpg
Middle,"The text is in Gujarati and includes emojis. The text says ""Hath ane angliyo savavajo patang to be divas che""","હાથ અને આંગળીઓ સયાવાજો
પતંગ તો બે દિવસ છે.","Save your hands and fingers, kites are for two days.",Gujarati_image_57.jpg
Bottom,"The text is in Gujarati and English. The text says ""Adult Gujarati""",Adult ગુજરાતી,Adult Gujarati,Gujarati_image_57.jpg
Top,Gujarati text with some emoticons at the bottom.,પત્ની ને જોઈ ગઈ..,The wife saw..,Gujarati_image_592.jpg
Middle,Gujarati text with some emoticons at the bottom.,પકડાયેલા પતી એં આવો જવાબ આપ્યો કે પત્ની ખુશ થઈ ગઈ,The caught husband gave such an answer that the wife became happy,Gujarati_image_592.jpg
Bottom,Gujarati text with emoticons at the bottom.,"""મેં કીધુ હતું ને, તારા વિશે કોઈ ખરાબ બોલશે તો એની ગાદ્દ મારી લહેરશ ""","""Didn't I tell you, if anyone speaks badly about you, I will blast them""",Gujarati_image_592.jpg
Top,Text in Gujarati on a dark background.,"કોઈક બુદ્ધિ-ચોધ જ કસે જે
અત્યાર ની ગેડુ જનરેશન માં કોઈક
કૉરે રિલેશનમાં કસે",Some intelligent person says that the current generation is in relation.,Gujarati_image_1138.jpg
Middle,A small dot symbol in orange color.,• કાન ખજૂરો,• Earwig,Gujarati_image_1138.jpg
Bottom,A man in a suit looking down at something he is holding.,,,Gujarati_image_1138.jpg
Top,"Text in Gujarati on a yellow background, reads 'A thousand years ago, one baba did this..'",હજારો વર્ષ પહેલા એક બાબા એ કીધું હતું..,"A thousand years ago, one baba did this..",Gujarati_image_357.jpg
